Gene names,riBAQ 17,riBAQ 18,riBAQ 35,riBAQ 36,riBAQ 19,riBAQ 20,riBAQ 21,riBAQ 22,riBAQ 23,riBAQ 37,riBAQ 38,riBAQ 39,riBAQ 40,riBAQ 41,riBAQ 24,riBAQ 25,riBAQ 26,riBAQ 42,riBAQ 43
CRYAB,0.001549533,0.002792682,0.000927091,0.000913669,0.002465371,0.003649846,0.003449207,0.004361057,0.002448562,0.00226298,0.003013653,0.003260095,0.002927992,0.003186161,0.004790896,0.004183836,0.00682575,0.004244349,0.006090934
CRYL1,0.000155677,9.94E-05,9.09E-05,0.000125877,0.000180893,0.000148642,0.000179264,0.000194227,0.000225699,0.00016313,0.000153438,0.000201032,0.000213253,0.000186152,0.000253938,0.00028891,0.000443602,0.000370176,0.000297812
CRYM,0.00110966,0.001375412,0.001424442,0.001825182,0.000743956,0.000802714,0.000992414,0.001108,0.000917126,0.001051199,0.000708785,0.000758629,0.00045254,0.001914662,0.000588346,0.000370981,0.000351034,0.00054511,0.000274103
CRYZ,0.000118538,0.000139989,6.81E-05,5.88E-05,0.00014809,0.000125373,0.000179423,0.000155781,0.000218843,0.000112543,0.000101503,0.000201294,0.000296837,0.000109727,0.00011555,0.000225117,0.000232604,0.00027843,0.000244417
CS,0.000181388,3.35E-05,4.45E-05,4.72E-05,0.000107199,6.60E-05,0.000191636,0.000104924,0.00013717,7.20E-05,3.87E-05,6.40E-05,8.65E-05,5.68E-05,0.000152214,0.000231274,0.000284118,5.85E-05,0.000161153
CSE1L,0,1.11E-05,0,1.26E-05,6.21E-06,1.10E-05,9.25E-06,0,0,7.50E-06,1.07E-05,0,0,0,8.21E-06,1.61E-05,1.21E-05,1.05E-05,9.29E-06
CSNK1G3,0,2.74E-05,1.76E-05,1.76E-05,5.23E-05,2.34E-05,0,2.24E-05,2.12E-05,1.62E-05,1.45E-05,1.04E-05,8.44E-06,0,0,0,0,1.24E-05,8.00E-06
CSNK2A1,6.21E-05,0.000112782,0.000100669,8.86E-05,6.89E-05,0.00011584,7.96E-05,6.35E-05,5.56E-05,7.74E-05,9.68E-05,4.92E-05,2.68E-05,5.67E-05,5.77E-05,5.79E-05,0.000130357,9.90E-05,8.25E-05
CSNK2A2,8.92E-06,2.80E-05,3.11E-05,2.57E-05,0,3.45E-05,2.49E-05,1.42E-05,0,2.21E-05,1.66E-05,0,0,0,0,2.69E-05,3.63E-05,2.21E-05,2.62E-05
CSNK2B-LY6G5B-1181,0,7.41E-05,6.63E-05,0,5.56E-05,6.97E-05,0,0,0,7.44E-05,6.64E-05,0,3.29E-05,0,0,5.73E-05,9.73E-05,9.27E-05,4.70E-05
CSRP1,0.000413468,0.000805321,0.000585054,0.00058451,0.000836301,0.000869868,0.000797195,0.001057936,0.000845639,0.000622805,0.000937692,0.000924322,0.001194097,0.000820416,0.001192625,0.001464295,0.002108746,0.001843098,0.001245547
CST3,0.00017153,0.00031201,0.000235665,0.000117407,0,0.000497087,0,0.00025477,0.000252607,0.000341859,0.000372524,0.000401798,0.000170519,0.000329844,0.000611907,0.000222129,0.000225363,0.000284828,0.00022995
CSTB,0.001798067,0.002140774,0.001702833,0.00155213,0.002083243,0.002300583,0.001951224,0.00249062,0.002405333,0.001602441,0.002071448,0.001914817,0.002527668,0.002516128,0.001746787,0.001815805,0.002695581,0.003161738,0.002094677
CTBP1,9.52E-05,8.72E-05,0.000126308,0.000150694,8.01E-05,6.33E-05,8.07E-05,9.36E-05,8.01E-05,0.000116638,9.68E-05,4.33E-05,6.09E-05,9.24E-05,3.48E-05,2.98E-05,0,2.56E-05,2.87E-05
CTNNA1,0,0,0,0,0,0,0,0,0,0,4.86E-06,0,6.86E-06,0,1.29E-05,1.18E-05,2.18E-05,9.83E-06,1.38E-05
CTNNA2,0.000194029,0.000230212,0.000239129,0.000211338,0.000174568,0.000189318,0.000167847,0.000183811,0.000159923,0.000216087,0.000201937,0.000175681,0.000196479,0.00013107,0.00013897,0.000246261,0.000278824,0.000179138,0.000224781
CTNNB1,0.00012774,0.001092873,0.000495388,0.000613273,0.001266665,0.001808882,0.001301359,0.001124943,0.001220159,0.000488952,0.000744752,0.001253221,0.000866206,0.000690377,0.001161549,0.000828819,0.000918016,0.000872639,0.000527454
CTNND1,2.96E-05,3.36E-05,4.50E-05,3.71E-05,1.69E-05,1.34E-05,2.40E-05,2.14E-05,1.83E-05,2.33E-05,2.60E-05,2.02E-05,1.58E-05,1.01E-05,2.26E-05,3.73E-05,4.25E-05,2.03E-05,3.01E-05
CTNND2,6.63E-05,9.02E-05,7.21E-05,6.55E-05,4.16E-05,3.84E-05,7.42E-05,8.28E-05,7.59E-05,5.42E-05,7.33E-05,4.70E-05,5.54E-05,4.81E-05,6.33E-05,0.000101313,0.000148869,4.19E-05,9.84E-05
CTSB,0.000142263,0.000113283,0.000103009,9.20E-05,0.00015288,0.000254281,0.000130043,0.00017052,0.00016743,0.000140064,0.00015605,0.000208867,0.000341974,0.000131613,0.000269092,0.000282545,0.000244184,0.000309738,0.000382084
CTSD,0.000589634,0.00041109,0.000766234,0.000543663,0.000637541,0.00084874,0.0006284,0.000719394,0.000593374,0.000638279,0.000528176,0.001089885,0.00138024,0.000899014,0.001448518,0.001940519,0.001593226,0.001568885,0.002523143
CTSH,0,0,0,0,0,0,0,2.58E-05,2.89E-05,0,0,0,0,0,0,0.000176167,0.000102116,0.000117548,0.000141951
CTTN,1.72E-05,2.07E-05,2.15E-05,3.46E-05,0,2.34E-05,1.86E-05,1.37E-05,2.50E-05,3.29E-05,2.01E-05,2.58E-05,2.29E-05,2.38E-05,0,0,1.57E-05,0,0
CUL1,1.76E-05,2.53E-05,3.17E-05,3.16E-05,2.16E-05,1.91E-05,2.10E-05,2.59E-05,1.78E-05,2.74E-05,2.56E-05,1.76E-05,1.49E-05,2.79E-05,9.88E-06,1.10E-05,0,7.81E-06,7.30E-06
CUL2,1.18E-05,2.48E-05,3.50E-05,4.43E-05,2.19E-05,2.17E-05,2.86E-05,3.87E-05,2.42E-05,4.50E-05,3.52E-05,1.17E-05,0,3.38E-05,1.10E-05,0,1.23E-05,8.84E-06,0
CUL3,5.92E-05,5.89E-05,7.74E-05,7.11E-05,7.11E-05,5.87E-05,7.07E-05,6.85E-05,5.95E-05,6.91E-05,6.44E-05,5.68E-05,3.42E-05,6.29E-05,3.94E-05,2.85E-05,4.38E-05,3.76E-05,2.78E-05
CUL4B,1.55E-05,1.61E-05,1.48E-05,1.09E-05,2.06E-05,1.53E-05,2.06E-05,2.41E-05,2.61E-05,1.69E-05,1.54E-05,1.23E-05,6.87E-06,1.96E-05,1.00E-05,7.11E-06,7.92E-06,0,1.05E-05
CUL5,2.10E-05,3.29E-05,3.64E-05,4.28E-05,3.78E-05,3.29E-05,3.16E-05,4.03E-05,3.49E-05,4.42E-05,4.05E-05,2.01E-05,2.06E-05,3.16E-05,1.76E-05,2.13E-05,2.01E-05,1.25E-05,1.53E-05
CXADR,6.89E-05,9.64E-05,0.000196827,0.000218186,0.00012174,4.72E-05,5.62E-05,6.30E-05,5.68E-05,7.59E-05,6.40E-05,5.46E-05,4.76E-05,0.000113969,3.98E-05,4.49E-05,2.76E-05,3.59E-05,2.43E-05
CYB5R1,0,0,0,0,0.000179036,4.87E-05,4.51E-05,0,0,0,0,0,0,2.17E-05,0.000130354,9.64E-05,6.17E-05,0.00017179,0.000266494
CYB5R2,0,0,0,0,2.55E-05,4.45E-05,8.13E-05,4.87E-05,4.66E-05,0,3.36E-05,2.91E-05,5.70E-05,5.08E-05,4.30E-05,0,0,0,2.10E-05
CYB5R3,0.000348421,0.000308062,0.000209183,0.000248951,0.000663784,0.001002041,0.000703786,0.000461718,0.000343777,0.000630093,0.000477371,0.000386447,0.000395136,0.000298724,0.000906955,0.001031004,0.001152104,0.001453158,0.001123771
CYBB,3.41E-05,2.54E-05,2.16E-05,2.10E-05,3.23E-05,6.85E-05,5.61E-05,8.71E-05,4.69E-05,4.55E-05,3.28E-05,3.47E-05,1.82E-05,2.78E-05,0.000105052,0.000117123,8.80E-05,9.79E-05,8.18E-05
CYC1,5.41E-05,0,0,0,0.000151952,0.000161489,7.88E-05,8.85E-05,0,9.49E-05,3.70E-05,5.07E-05,4.66E-05,0,0.000251418,0.000676909,0.00032238,0.000208997,0.00100282
CYCS,0.00255771,0.00231789,0.002155533,0.001597998,0.001229529,0.002226956,0.002201289,0.002986375,0.002481648,0.001291446,0.00187828,0.002256898,0.003894107,0.001939389,0.001448518,0.001150611,0.000999439,0.001070769,0.000962645
CYFIP1,8.46E-06,7.44E-06,7.07E-06,7.12E-06,9.10E-06,9.26E-06,1.52E-05,1.16E-05,9.53E-06,8.12E-06,8.87E-06,8.72E-06,5.49E-06,6.27E-06,7.30E-06,1.75E-05,1.38E-05,2.14E-05,1.61E-05
CYFIP2,0.000191073,0.000197573,0.000212455,0.000196122,0.000268583,0.000125942,0.000179257,0.000183588,0.000157971,0.000146577,0.000125127,0.000103476,7.49E-05,0.000125195,8.03E-05,6.02E-05,5.36E-05,5.31E-05,6.89E-05
CYP4F11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.68E-06,1.97E-05,2.32E-05,1.47E-05
DAAM1,8.44E-06,1.41E-05,1.31E-05,1.60E-05,2.05E-05,1.21E-05,6.53E-06,1.27E-05,8.28E-06,1.38E-05,1.21E-05,1.18E-05,6.49E-06,1.29E-05,7.16E-06,1.42E-05,1.75E-05,2.02E-05,1.29E-05
DAAM2,1.57E-05,0,1.47E-05,1.21E-05,9.59E-06,1.24E-05,9.87E-06,1.95E-05,7.42E-06,1.17E-05,1.75E-05,1.00E-05,8.86E-06,6.44E-06,1.80E-05,4.54E-05,3.12E-05,2.75E-05,4.22E-05
DAG1,2.35E-05,8.87E-06,1.20E-05,1.76E-05,1.72E-05,1.64E-05,3.53E-05,2.34E-05,2.55E-05,1.46E-05,2.18E-05,3.08E-05,3.61E-05,2.31E-05,4.24E-05,5.38E-05,5.25E-05,4.29E-05,6.65E-05
DAK,1.67E-05,0,1.47E-05,8.11E-06,1.95E-05,1.89E-05,0,2.09E-05,1.53E-05,1.50E-05,1.34E-05,0,1.17E-05,2.16E-05,2.01E-05,0,2.12E-05,1.19E-05,1.49E-05
DARS,4.06E-05,4.82E-05,3.10E-05,4.30E-05,3.05E-05,5.75E-05,3.78E-05,5.54E-05,2.88E-05,4.09E-05,4.23E-05,4.54E-05,4.27E-05,3.71E-05,6.39E-05,5.17E-05,5.56E-05,9.72E-05,4.87E-05
DBI,0,0,0,0,0.00523534,0,0,0.00696774,0,0,0,0.00427966,0,0.006296627,0,0.011096566,0.013228414,0.01182434,0.007418216
DBN1,4.19E-05,6.37E-05,6.29E-05,6.62E-05,3.85E-05,3.09E-05,2.31E-05,4.92E-05,4.25E-05,5.33E-05,5.39E-05,4.43E-05,4.04E-05,4.51E-05,2.73E-05,4.47E-05,3.76E-05,3.72E-05,4.39E-05
DBNL,3.40E-05,6.05E-05,7.95E-05,8.12E-05,3.07E-05,4.27E-05,3.44E-05,3.12E-05,2.93E-05,5.74E-05,4.83E-05,3.64E-05,2.47E-05,4.30E-05,2.69E-05,3.51E-05,3.28E-05,4.93E-05,2.41E-05
DCD,0.001929946,0.000605281,0.003160743,0.002365157,0.001181913,0.001715763,0.000573036,0.000483544,0.000796878,0.001043807,0.0011808,0.007208281,0.003866248,0.003116143,0.000366647,0.000928188,0.000529197,0.003006998,0.002017822
DCLK1,6.67E-05,0.000191747,0.000171453,0.000147038,8.54E-05,8.93E-05,5.47E-05,9.76E-05,9.03E-05,8.61E-05,0.000104416,5.20E-05,6.81E-05,6.38E-05,6.22E-05,0.000124925,0.000109676,9.29E-05,0.000110091
DCLK2,1.18E-05,2.51E-05,1.69E-05,1.81E-05,1.04E-05,1.91E-05,6.33E-06,1.16E-05,6.13E-06,1.15E-05,1.69E-05,4.12E-06,8.99E-06,9.64E-06,1.24E-05,2.82E-05,1.83E-05,2.58E-05,2.78E-05
DCTN1,3.39E-05,0.000127534,8.74E-05,0.000115529,4.19E-05,9.27E-05,5.77E-05,8.35E-05,4.41E-05,9.99E-05,0.000116651,3.45E-05,3.80E-05,5.74E-05,3.90E-05,3.15E-05,3.42E-05,3.60E-05,2.05E-05
DCTN2,0.000101596,0.000397589,0.000234626,0.000324308,0.000131065,0.000291073,0.000134185,0.000224405,0.000124023,0.000338288,0.000357777,0.00011616,0.000141114,0.000153874,9.65E-05,8.92E-05,8.43E-05,0.000125835,7.78E-05
DCTN3,4.77E-05,0.000152936,0.000123133,0.000123749,0,0.00013117,8.72E-05,0.000106023,0,0.000125137,0.000147508,0,6.46E-05,6.74E-05,0,5.49E-05,0,8.55E-05,0
DCUN1D1,0,7.24E-05,9.98E-05,7.38E-05,6.68E-05,0,0,0,0,7.40E-05,8.46E-05,3.25E-05,6.51E-05,4.21E-05,4.21E-05,0,0,0,0
DCXR,7.15E-05,6.03E-05,5.63E-05,5.51E-05,6.67E-05,6.28E-05,0.000114707,7.89E-05,7.74E-05,7.02E-05,0,7.61E-05,0.00010168,5.76E-05,9.64E-05,0.000137805,0.000122015,0.000138583,0.000120775
DDAH1,0.002261834,0.001528874,0.001544382,0.00221147,0.001549063,0.001734757,0.002145184,0.002067885,0.002620228,0.002271124,0.001917643,0.00229125,0.002338764,0.002673386,0.002836071,0.002480839,0.0034949,0.002660448,0.002209383
DDAH2,3.66E-05,2.15E-05,5.00E-05,7.58E-05,3.55E-05,4.78E-05,5.32E-05,5.82E-05,6.10E-05,5.47E-05,5.41E-05,5.43E-05,6.84E-05,5.90E-05,0.000111934,0.000115256,0.000127426,0.000210976,0.000110477
DDB1,7.77E-05,7.61E-05,7.30E-05,6.32E-05,6.11E-05,7.25E-05,5.94E-05,7.52E-05,7.12E-05,6.41E-05,6.31E-05,7.41E-05,0.000107942,7.41E-05,6.76E-05,3.97E-05,5.00E-05,3.08E-05,4.13E-05
DDHD2,0,8.27E-06,5.80E-06,6.13E-06,0,6.86E-06,0,0,0,5.31E-06,6.31E-06,0,0,0,0,0,0,0,0
DDOST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96E-05,2.54E-05,8.62E-05,6.69E-05
DDT,0.000543179,0.00085336,0.000727127,0.000879516,0.000635148,0.000726597,0.000767921,0.00112418,0.000826872,0.000509458,0.000772012,0.00048739,0.000949527,0.000857192,0.000579136,0.000659289,0.00052217,0.000661437,0.000784956
DDX1,0,2.34E-05,1.49E-05,1.65E-05,0,1.88E-05,8.14E-06,1.14E-05,0,1.93E-05,2.49E-05,0,3.85E-06,6.96E-06,0,0,0,1.24E-05,1.05E-05
DDX39B,2.80E-05,7.91E-05,4.49E-05,3.66E-05,5.00E-05,9.36E-05,6.92E-05,6.59E-05,4.08E-05,5.34E-05,5.92E-05,3.62E-05,3.36E-05,3.28E-05,5.38E-05,6.32E-05,5.51E-05,5.91E-05,5.16E-05
DDX3X,0,0,0,0,0,0,1.26E-05,1.14E-05,0,0,1.17E-05,0,5.58E-06,6.22E-06,7.13E-06,2.46E-05,1.24E-05,1.52E-05,1.74E-05
DECR1,9.02E-05,1.86E-05,4.06E-05,3.05E-05,4.23E-05,2.75E-05,7.10E-05,3.91E-05,5.96E-05,2.38E-05,2.40E-05,6.39E-05,0.000139662,3.62E-05,0.000109567,0.000156753,0.00012501,8.94E-05,0.000221073
DENR,0,9.63E-05,8.91E-05,9.49E-05,3.24E-05,0,0,4.79E-05,0,5.72E-05,2.80E-05,0,5.66E-05,5.92E-05,0,0,0,0,0
DFNA5,8.78E-06,1.42E-05,1.12E-05,1.13E-05,1.37E-05,1.22E-05,1.47E-05,1.38E-05,0,1.63E-05,1.26E-05,6.71E-06,6.79E-06,1.01E-05,0,2.80E-05,1.89E-05,1.72E-05,2.86E-05
DHRS11,2.55E-05,0,1.64E-05,1.41E-05,0,0,0,0,0,1.76E-05,0,0,0,3.09E-05,0,0,0,0,0
DHRS7,0,7.32E-05,3.61E-05,3.64E-05,0,0.000155492,9.07E-05,0,4.37E-05,0.000101463,0.000105211,6.23E-05,0,2.65E-05,0.000103391,0.000135985,0.000129481,0.000246229,0.000157404
DIABLO,0,4.00E-05,0,0,2.21E-05,0,4.39E-05,2.84E-05,3.34E-05,2.85E-05,2.50E-05,0,0,0,0,8.74E-05,7.35E-05,8.75E-05,8.98E-05
DIP2B,1.19E-05,9.17E-06,5.58E-06,6.70E-06,1.41E-05,1.28E-05,1.12E-05,9.66E-06,1.01E-05,7.97E-06,1.13E-05,7.59E-06,6.23E-06,7.34E-06,1.16E-05,5.15E-06,1.12E-05,5.41E-06,5.47E-06
DIRAS2,0,2.02E-05,3.82E-05,2.05E-05,0,0,0,0,0,2.23E-05,2.19E-05,0,0,0,0,0,0,0,0
DKK3,0,0,0,0,3.46E-05,4.31E-05,7.09E-05,3.61E-05,2.46E-05,1.14E-05,0,3.09E-05,3.72E-05,2.65E-05,3.40E-05,4.31E-05,1.71E-05,6.36E-05,5.42E-05
DLAT,1.33E-05,0,1.46E-05,0,1.45E-05,1.84E-05,3.12E-05,1.28E-05,0,1.21E-05,9.07E-06,0,8.54E-06,1.38E-05,3.01E-05,3.48E-05,2.57E-05,2.41E-05,5.97E-05
DLD,0.000122144,2.12E-05,4.83E-05,4.43E-05,5.38E-05,5.23E-05,7.84E-05,2.80E-05,8.01E-05,4.57E-05,2.75E-05,5.99E-05,7.35E-05,5.90E-05,8.97E-05,0.000123763,0.000150696,7.90E-05,0.000184565
DLG1,5.56E-05,9.64E-05,9.57E-05,8.38E-05,6.68E-05,0.000104451,3.50E-05,4.57E-05,4.66E-05,7.11E-05,8.05E-05,4.23E-05,5.84E-05,5.70E-05,2.19E-05,4.80E-05,4.47E-05,4.84E-05,5.53E-05
DLG2,6.42E-05,8.66E-05,7.41E-05,8.81E-05,6.75E-05,6.13E-05,5.54E-05,6.36E-05,6.14E-05,5.00E-05,6.17E-05,4.42E-05,4.60E-05,6.44E-05,2.79E-05,1.45E-05,1.76E-05,1.79E-05,1.49E-05
DLG3,2.40E-05,3.93E-05,4.81E-05,3.84E-05,1.44E-05,0,1.31E-05,1.48E-05,1.02E-05,2.50E-05,2.72E-05,8.77E-06,9.05E-06,1.26E-05,0,0,0,0,0
DLG4,7.05E-05,0.000140116,0.000109124,9.87E-05,4.81E-05,7.88E-05,4.77E-05,3.94E-05,5.22E-05,5.90E-05,7.86E-05,4.12E-05,2.11E-05,4.54E-05,2.09E-05,9.44E-06,0,0,0
DLST,7.45E-05,0,5.07E-05,0,7.44E-05,7.77E-05,9.12E-05,4.55E-05,5.52E-05,4.70E-05,3.76E-05,6.53E-05,9.11E-05,5.04E-05,0.000115782,0.000131695,8.63E-05,6.50E-05,0.000238807
DMD,2.61E-06,4.52E-06,2.38E-06,3.27E-06,2.21E-06,3.59E-06,7.40E-06,4.56E-06,1.63E-06,3.04E-06,3.28E-06,2.51E-06,2.53E-06,1.34E-06,4.42E-06,3.66E-06,3.10E-06,4.23E-06,5.11E-06
DMTN,0,4.09E-05,4.60E-05,5.78E-05,0,0,0,3.52E-05,2.67E-05,4.03E-05,2.82E-05,0,1.61E-05,4.40E-05,0,0,0,0,0
DMXL2,2.84E-06,1.55E-05,2.27E-05,2.42E-05,3.53E-06,5.44E-06,4.10E-06,1.19E-05,3.43E-06,1.92E-05,1.76E-05,0,0,7.20E-06,0,0,0,0,0
DNAJA1,4.60E-05,7.62E-05,6.47E-05,5.98E-05,5.49E-05,5.11E-05,0,7.58E-05,0,5.51E-05,7.01E-05,5.70E-05,7.12E-05,3.90E-05,5.26E-05,8.05E-05,6.58E-05,5.52E-05,5.82E-05
DNAJA2,5.05E-05,8.21E-05,7.70E-05,4.10E-05,8.04E-05,5.77E-05,4.88E-05,6.89E-05,4.61E-05,6.61E-05,7.38E-05,5.04E-05,5.94E-05,3.04E-05,3.98E-05,5.47E-05,5.20E-05,4.85E-05,5.49E-05
DNAJB1,0,5.32E-05,4.67E-05,3.48E-05,0,2.94E-05,2.34E-05,3.57E-05,2.31E-05,2.06E-05,4.18E-05,2.83E-05,3.24E-05,2.22E-05,0,0,2.01E-05,0,0
DNAJB2,0,5.49E-05,4.52E-05,5.25E-05,4.31E-05,2.91E-05,3.10E-05,3.05E-05,3.11E-05,3.90E-05,3.63E-05,0,3.23E-05,3.60E-05,0,2.43E-05,1.98E-05,0,0
DNAJC5,0.002384303,0.003617617,0.002405152,0.002487074,0.002902461,0.002488528,0.002823545,0.002358225,0.002102626,0.002314559,0.002022877,0.001190933,0.001014727,0.001509942,0.001246301,0.001031387,0.000787332,0.000825559,0.000813066
DNAJC6,2.96E-05,0.000125057,0.000109245,0.000101766,3.09E-05,4.58E-05,3.38E-05,4.02E-05,1.75E-05,7.89E-05,0.000104297,2.67E-05,1.61E-05,4.07E-05,1.55E-05,0,9.40E-06,9.88E-06,1.72E-05
DNM1,0.0004033,0.001008087,0.000777262,0.00082545,0.000403956,0.000544407,0.00035874,0.000326331,0.000370842,0.000527207,0.000559744,0.0003313,0.000190516,0.000288398,0.000170904,0.000183493,0.000150275,8.87E-05,0.000209794
DNM1L,0.000184566,0.000278684,0.000338284,0.000325103,0.000196309,0.000215923,0.000187099,0.00017526,0.00016641,0.000224189,0.000221579,8.87E-05,5.09E-05,0.0002118,8.91E-05,5.59E-05,6.77E-05,7.31E-05,5.48E-05
DNM3,4.02E-05,9.80E-05,5.89E-05,6.11E-05,2.85E-05,5.18E-05,4.50E-05,4.60E-05,2.71E-05,5.68E-05,5.64E-05,3.84E-05,2.89E-05,2.42E-05,1.60E-05,3.05E-05,2.40E-05,2.21E-05,2.34E-05
DNPEP,1.88E-05,1.43E-05,1.00E-05,1.50E-05,1.58E-05,2.37E-05,3.14E-05,2.98E-05,1.72E-05,2.54E-05,1.87E-05,1.06E-05,2.63E-05,1.17E-05,3.45E-05,3.95E-05,4.87E-05,3.73E-05,4.17E-05
DPP10,0.000215459,0.000257969,0.000291536,0.000254381,0.000216259,0.000179978,0.00018677,0.000180337,0.000195309,0.000198728,0.000170733,0.000140381,0.000149899,0.000139208,6.25E-05,4.67E-05,5.51E-05,1.95E-05,5.64E-05
DPP3,3.85E-05,1.75E-05,2.57E-05,2.38E-05,1.96E-05,3.28E-05,2.44E-05,3.44E-05,3.03E-05,2.09E-05,2.16E-05,2.84E-05,4.72E-05,4.16E-05,2.59E-05,2.35E-05,2.55E-05,2.12E-05,2.30E-05
DPP6,0.000819892,0.000886992,0.001056038,0.00098969,0.000640801,0.000518008,0.000572518,0.000660661,0.000579543,0.000843214,0.000708899,0.000509128,0.000553165,0.000633542,0.000254814,0.000223422,0.000156598,0.000168739,0.000225934
DPP7,1.10E-05,0,0,0,1.72E-05,0,1.52E-05,2.16E-05,1.35E-05,0,9.10E-06,1.61E-05,2.32E-05,6.67E-06,2.72E-05,7.75E-05,3.69E-05,4.89E-05,5.27E-05
DPYSL2,0.011001518,0.008987219,0.010688367,0.010236153,0.009332257,0.008823171,0.009119946,0.009960281,0.012211893,0.011585949,0.010973326,0.011166855,0.010557486,0.013155611,0.009031132,0.006903473,0.007830487,0.005360711,0.006053275
DPYSL3,0.000597615,0.000592431,0.000824665,0.000771158,0.000723697,0.000604547,0.000651345,0.000740427,0.000937791,0.000837451,0.000660533,0.000768843,0.000944645,0.001074344,0.000879891,0.000964833,0.001022322,0.001299791,0.001181239
DPYSL4,0.000157215,0.000145908,0.000214803,0.000224236,0.000115996,0.000108897,0.000122649,0.000127523,0.000140148,0.000143081,0.000105022,7.19E-05,6.07E-05,0.00020641,5.91E-05,3.43E-05,5.35E-05,3.61E-05,3.48E-05
DPYSL5,0.000480486,0.000444406,0.000591617,0.000528487,0.000485573,0.000330362,0.000426557,0.000555557,0.000464025,0.000501188,0.000364889,0.000314176,0.000351814,0.000504985,0.000247983,0.000905301,0.000448036,0.000167082,0.000385388
DSC1,1.54E-05,6.20E-05,3.26E-05,2.35E-05,2.49E-05,3.70E-05,4.38E-05,0,0,1.57E-05,1.11E-05,0.000139098,6.38E-05,9.96E-05,0,0,0,5.28E-05,8.38E-05
DSG1,2.55E-05,9.75E-05,4.41E-05,4.42E-05,3.69E-05,7.02E-05,8.39E-05,0,0,2.24E-05,1.23E-05,0.000249907,0.000108995,0.000175608,0,0,0,8.95E-05,0.000136239
DSP,1.42E-05,8.87E-05,3.58E-05,3.37E-05,3.93E-05,7.40E-05,0.00010017,0,0,1.75E-05,1.12E-05,0.000210906,9.30E-05,0.00015974,0,4.34E-06,0,9.34E-05,0.000147071
DST,3.32E-06,6.58E-06,4.31E-06,5.13E-06,4.09E-06,3.84E-06,3.03E-06,3.32E-06,2.85E-06,5.86E-06,6.86E-06,4.81E-06,5.63E-06,3.26E-06,5.24E-06,5.05E-06,6.53E-06,4.78E-06,3.98E-06
DSTN,0.000308478,0.00031767,0.000581648,0.000579971,0.000292639,0.000472324,0.000298205,0.000224842,0.000274541,0.000425679,0.000435979,0.000188514,0.000198841,0.00042377,0.00022323,0.000289571,0.000255163,0.000245171,0.000308975
DTNA,2.53E-05,2.35E-05,1.27E-05,2.64E-05,3.50E-05,4.01E-05,3.68E-05,3.54E-05,4.21E-05,2.84E-05,2.18E-05,2.47E-05,3.06E-05,2.11E-05,3.01E-05,3.07E-05,3.72E-05,3.82E-05,3.01E-05
DUSP3,0,0.000437621,0.000179583,0.000170701,0,0.000144686,5.54E-05,0.000102927,0.000279938,8.52E-05,0.000178294,0,0,8.99E-05,0,0,0,0,0
DYNC1H1,6.47E-05,0.000227666,0.000125367,0.000135646,8.13E-05,0.000195187,0.000120329,0.000133875,7.36E-05,0.000149937,0.000170521,6.46E-05,4.07E-05,0.000123677,8.15E-05,0.000106468,0.000107842,0.000120575,0.000118733
DYNC1I1,1.83E-05,8.90E-05,2.70E-05,5.11E-05,2.31E-05,3.97E-05,2.17E-05,4.02E-05,2.47E-05,2.90E-05,4.04E-05,2.46E-05,1.85E-05,2.03E-05,0,0,0,0,0
DYNC1I2,1.40E-05,2.08E-05,1.77E-05,1.90E-05,0,5.01E-05,2.71E-05,3.65E-05,1.99E-05,2.24E-05,2.76E-05,2.06E-05,1.74E-05,2.39E-05,2.54E-05,2.56E-05,2.20E-05,3.92E-05,3.19E-05
DYNC1LI1,0,3.51E-05,2.92E-05,2.54E-05,0,2.67E-05,0,1.69E-05,0,1.37E-05,2.08E-05,0,0,0,0,0,0,0,0
DYNC1LI2,4.34E-05,6.41E-05,5.06E-05,5.75E-05,3.50E-05,7.55E-05,5.62E-05,6.74E-05,3.83E-05,4.75E-05,5.73E-05,4.26E-05,3.90E-05,3.77E-05,4.93E-05,7.58E-05,5.63E-05,6.44E-05,6.02E-05
ECE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18E-05,2.62E-05,2.06E-05,1.75E-05,2.80E-05
ECH1,3.26E-05,0,1.52E-05,0,1.93E-05,1.54E-05,4.22E-05,0,2.66E-05,2.54E-05,1.43E-05,3.82E-05,6.83E-05,0,8.27E-05,8.62E-05,8.30E-05,5.00E-05,7.30E-05
ECHDC1,0,0,0,0,0,0,1.41E-05,0,0,0,0,0,0,0,1.80E-05,3.38E-05,3.01E-05,4.50E-05,3.15E-05
ECHS1,9.03E-05,2.78E-05,4.71E-05,3.45E-05,5.85E-05,4.49E-05,0.000105174,3.97E-05,8.48E-05,5.23E-05,1.97E-05,5.10E-05,7.83E-05,5.98E-05,0.000128116,0.000140562,0.00011293,6.43E-05,0.000140402
EEA1,5.76E-05,5.99E-05,0.000111172,3.38E-05,5.40E-05,9.42E-05,0.00035398,5.78E-05,5.75E-05,4.78E-05,9.34E-05,0.000244044,0.000199176,9.24E-05,0.000166588,7.37E-05,8.38E-05,0.000134232,0.000180851
