Gene names,riBAQ 17,riBAQ 18,riBAQ 35,riBAQ 36,riBAQ 19,riBAQ 20,riBAQ 21,riBAQ 22,riBAQ 23,riBAQ 37,riBAQ 38,riBAQ 39,riBAQ 40,riBAQ 41,riBAQ 24,riBAQ 25,riBAQ 26,riBAQ 42,riBAQ 43
RCN2,0,0,0,0,0,0.000102146,4.45E-05,4.45E-05,3.53E-05,2.78E-05,0,3.73E-05,0,0,4.30E-05,8.27E-05,0.000123969,0.000159526,0.000160644
RDX,0.000139061,9.02E-05,6.35E-05,3.51E-05,0.000162333,0.000198573,0.000152137,0.000130929,0.000176786,8.99E-05,0.00012033,0.000212329,0.000189052,0.000165512,0.000243683,0.000370598,0.000373151,0.000409218,0.000450042
REEP5,0.000449869,0.000790768,0.000926879,0.000876963,0.00071107,0.000725601,0.000672625,0.000471822,0.000616371,0.001009184,0.000924108,0.000571198,0.000426982,0.000379835,0.000427301,0.000451294,0,0.000671133,0.000453847
RENBP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.22E-06,1.42E-05,2.25E-05,1.33E-05
RFTN1,0,2.39E-05,4.60E-05,3.31E-05,8.50E-06,2.77E-05,0,0,0,1.47E-05,2.00E-05,0,0,0,2.02E-05,2.77E-05,4.62E-05,6.87E-05,2.47E-05
RFTN2,0.000122863,0.000106946,6.86E-05,8.88E-05,0.000144925,7.81E-05,0.000213948,0.000123737,7.68E-05,9.77E-05,0.000101863,0.000144899,0.000133053,8.24E-05,0.000151864,0.000159817,0.000146123,0.000230223,0.000168808
RGN,0,1.99E-05,0,2.92E-05,0,0,0,2.53E-05,5.97E-05,0,2.75E-05,3.24E-05,6.93E-05,0,3.32E-05,8.43E-05,4.47E-05,6.36E-05,0.000141757
RGS17,0.000110542,0.000102546,7.74E-05,0.000133629,0.000169864,0,0,0,9.51E-05,0,0.000102171,7.13E-05,0,0,6.08E-05,0,0,0,0
RGS20,0,0,4.22E-05,5.41E-05,6.76E-05,0,0,0,0,0,3.95E-05,3.44E-05,0,3.82E-05,2.90E-05,2.68E-05,2.72E-05,3.87E-05,0
RGS6,3.53E-05,4.05E-05,5.60E-05,5.10E-05,3.83E-05,2.99E-05,0,2.84E-05,6.14E-05,5.12E-05,6.67E-05,5.06E-05,2.65E-05,6.20E-05,0,0,0,0,0
RGS7,0.000141071,0.000179701,0.000276332,0.000207452,0.000144248,0.000119554,4.36E-05,5.90E-05,0.000115149,8.39E-05,0.000126545,7.22E-05,2.64E-05,7.87E-05,4.66E-05,4.23E-05,4.01E-05,2.10E-05,3.86E-05
RGS7BP,3.71E-05,0,5.12E-05,4.96E-05,0,0,0,0,3.10E-05,1.68E-05,0,0,0,2.71E-05,0,0,0,0,0
RHOA,0.003808115,0.002865543,0.003020056,0.003420372,0.003520197,0.002480632,0.002873433,0.003016444,0.003186536,0.003512767,0.003313605,0.003398376,0.00247011,0.003329983,0.003718392,0.004087755,0.004591581,0.002866559,0.00362524
RHOB,0.001484161,0.001261666,0.001683029,0.001655751,0.00101608,0.000930904,0.000674254,0.001149486,0.0008317,0.001135708,0.001303857,0.00125117,0.000966012,0.001127709,0.000923002,0.000787514,0.000850419,0.000701251,0.000765128
RHOG,0.000592984,0.000560259,0.00076302,0.000812657,0.000650167,0.000607962,0.000507568,0.000492977,0.000554864,0.000583067,0.000606332,0.000682155,0.000439173,0.000622219,0.000550456,0.000576997,0.000623696,0.000588328,0.000468526
RMDN3,1.36E-05,1.92E-05,1.63E-05,1.87E-05,0,0,0,1.63E-05,0,0,1.98E-05,0,2.53E-05,0,0,1.07E-05,0,0,1.85E-05
RNH1,0.000104306,0.00019327,0.000239072,0.000187003,0.000175306,0.000256678,0.000151982,0.000226762,0.000162928,0.000193394,0.000263142,0.000144345,0.000190969,0.000188621,0.000210834,0.000172435,0.000156009,0.000220901,0.000155325
RNPEP,1.66E-05,1.44E-05,1.41E-05,1.26E-05,2.57E-05,1.56E-05,1.63E-05,1.57E-05,1.43E-05,1.50E-05,2.65E-05,1.50E-05,1.13E-05,1.79E-05,1.29E-05,3.90E-05,4.17E-05,3.86E-05,3.19E-05
ROCK2,1.76E-05,4.68E-05,5.84E-05,5.64E-05,1.72E-05,2.75E-05,1.54E-05,3.08E-05,1.65E-05,4.37E-05,3.84E-05,7.10E-06,4.16E-06,2.84E-05,0,0,0,5.65E-06,3.30E-06
RP2,5.07E-05,0,0,0,7.63E-05,0,0,5.08E-05,0,4.13E-05,5.42E-05,0,0,3.92E-05,8.03E-05,7.17E-05,0,6.24E-05,8.06E-05
RPH3A,7.36E-05,0.000181628,0.000239803,0.000152237,2.49E-05,5.55E-05,2.87E-05,2.47E-05,4.51E-05,9.06E-05,9.90E-05,5.56E-05,5.43E-05,3.22E-05,1.60E-05,1.50E-05,1.41E-05,0,1.67E-05
RPL10,0,0,0,0,0,8.14E-05,5.89E-05,5.50E-05,0,0,6.56E-05,0,0,0,6.78E-05,0.000180859,0.000157737,0.000148974,0.000215924
RPL10A,0.000167166,0.000277862,0.000192289,0.000130858,0.000144541,0.000452135,0.000461826,0.000206538,7.95E-05,0.000250271,0.000369949,0.000100468,0.000185259,8.92E-05,0.000152931,0.000371748,0.000569476,0.000697791,0.00055664
RPL12,5.53E-05,8.62E-05,6.45E-05,5.86E-05,5.68E-05,0.000170075,0.000215873,9.12E-05,3.40E-05,9.48E-05,0.000143621,0,0.000161684,4.66E-05,8.11E-05,0.000131673,0.000416774,0.000396433,0.000390903
RPL13,6.18E-05,0,0,0,0,0.000107524,0.000131087,0,0,0,0,0,6.08E-05,0,8.18E-05,0.000180556,0.000135914,0.000275733,0.000296717
RPL13a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000134367,0.000161581,0.000188497,0.000156411
RPL14,0.000125006,0.000142749,0.000128807,0.0001464,0.000139957,0.00028524,0.000259321,0.000171158,0.000105088,0.000201722,0.000260908,9.25E-05,0.000114198,7.14E-05,0,0.000202923,0.000239333,0.000326814,0.000214271
RPL15,9.15E-05,0.00012423,0,0,0.000132555,0.000255817,0.000325921,0.000178044,0,0.000176841,0,0,0,0,0.000124342,0.00025479,0.000275563,0.000349496,0
RPL17,6.92E-05,0.000104284,5.86E-05,0,0,0.000124213,0.000107491,0.000120642,0,7.97E-05,0.000153885,0,0,0,0,0.000247008,0.000193801,0.000219119,0.000176363
RPL18A,0.000123725,0,0,0,0.00013581,0.000327886,0.000272088,0,0,0,0.000168972,0,0,0,0.000114076,0.000215218,0.000199508,0.000241569,0.000157841
RPL23A,0.000105409,0,0,0,0,0.000232072,0.000260398,0.000158059,0,0,0.000205581,0,0.000224962,0,0,0.000182771,0.000232469,0.00041185,0.000394342
RPL3,8.18E-05,8.77E-05,5.79E-05,5.22E-05,6.44E-05,0.00021682,0.000241398,0.000170162,6.84E-05,8.78E-05,0.000136763,6.33E-05,8.88E-05,6.15E-05,7.69E-05,0.000151403,0.000166195,0.000300099,0.000200072
RPL4,7.74E-05,9.01E-05,8.41E-05,7.33E-05,7.68E-05,0.000171719,0.000173384,0.000122669,5.86E-05,0.000116045,0.000173462,5.54E-05,0.000117046,6.03E-05,0.000129523,0.000214941,0.000173503,0.000302588,0.000334626
RPL5,6.00E-05,0.000118214,6.40E-05,0,6.34E-05,0,0,8.07E-05,0,6.10E-05,0.000102902,0,8.06E-05,0,0,9.24E-05,0.000343226,0.000105999,0.000143034
RPL6,0.000188994,0.000212262,0.000125183,0.000161785,0.000202065,0.000426149,0.000475889,0.000194657,0.000154245,0.000185691,0.000275792,0.000110202,0.000137083,9.11E-05,0.000189335,0.000378164,0.000375521,0.000420116,0.000442453
RPL7,0.000162333,0.000186018,0.00013045,0.000157468,0.00024173,0.000463617,0.000527923,0.000357988,0.000155633,0.000301097,0.000367487,0.000143633,0.000158849,0.000124684,0.000208325,0.000348829,0.00041824,0.000483385,0.00047185
RPL7A,4.47E-05,6.93E-05,0,0,4.55E-05,0.00014246,0.000142674,7.24E-05,0,5.11E-05,8.57E-05,0,5.52E-05,0,5.77E-05,0.000118595,0.000134317,0.000166733,0.000224397
RPL8,0,0,0,0,0,0.000139593,0.000170793,6.77E-05,0,0,0,0,4.24E-05,0,0,0.000109673,0.000131672,0.000214777,0.000200418
RPLP0,7.80E-05,8.46E-05,5.39E-05,0,8.79E-05,0.00022542,0.000293331,0.000119152,2.58E-05,9.99E-05,0.000148572,5.24E-05,0.000105291,5.37E-05,9.41E-05,0.000190359,0.000135215,0.000276762,0.000234234
RPLP2,0,0.000500004,0.000262571,0.000205251,0,0.000916605,0.001080789,0.00048736,0,0.000281176,0.000338951,0.000234498,0.000551784,0,0.000378715,0.000710425,0,0.001493402,0
RPN1,0,0,0,0,1.98E-05,6.93E-05,2.65E-05,3.03E-05,2.00E-05,3.95E-05,2.39E-05,2.31E-05,1.45E-05,0,5.03E-05,9.68E-05,5.62E-05,0.000151165,0.00012569
RPN2,0,0,0,0,0,4.39E-05,0,0,0,1.21E-05,0,0,0,0,2.47E-05,6.66E-05,3.74E-05,0.000103181,7.75E-05
RPS10-NUDT3,4.25E-05,6.48E-05,3.21E-05,4.55E-05,0,4.53E-05,4.75E-05,0.000117241,0.000103558,2.98E-05,4.56E-05,4.71E-05,5.91E-05,7.39E-05,7.44E-05,6.14E-05,6.15E-05,4.65E-05,5.59E-05
RPS11,9.58E-05,0.000116861,4.28E-05,0,5.35E-05,0.00010677,9.98E-05,7.83E-05,0,8.75E-05,9.11E-05,0,0,5.88E-05,8.19E-05,0.000118394,0.000190025,0.000146549,0.000145676
RPS13,0.000256298,0.000299598,0.000163205,0.000128447,0.000169501,0.000283283,0.000268536,0,0,0.000121706,0.000140212,0,7.34E-05,7.30E-05,0.000203234,0.000300657,0.000304149,0.000199987,0.000204222
RPS15A,0.000135445,0.000308252,0.000180391,0,0,0.000439594,0.000259013,0,0.000137539,0.000320601,0.000278459,0,0,0,0.000195562,0.000247359,0.000351387,0,0.000308111
RPS16,0,7.69E-05,0,0,4.89E-05,0,0.000114448,7.47E-05,0,0,0,0,0,0,7.94E-05,0.000132065,0.000174897,0.00010817,0.000180023
RPS17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000196353,0.000143094,0.000157383,0.000304038
RPS18,9.96E-05,0.000129467,7.42E-05,7.71E-05,0.000123357,0.000150249,0.000235894,0.000169689,8.65E-05,0.000184048,0.000115614,6.48E-05,4.80E-05,7.69E-05,0.000220185,0.000467126,0.000381642,0.000276099,0.000567419
RPS19,3.86E-05,5.40E-05,0,0,0,0,0,5.23E-05,0,0,0,0,3.82E-05,0,0,0.000122981,0.000141129,7.70E-05,0.000109478
RPS2,0.000107163,9.71E-05,5.57E-05,5.32E-05,7.77E-05,0.000160173,0.000189727,0.00011098,6.24E-05,0.000108649,7.85E-05,4.80E-05,3.77E-05,5.43E-05,0.000116533,0.000253622,0.000212926,0.000219743,0.000253121
RPS27A,0.002598845,0.001875562,0.001321265,0.002935313,0.002409709,0.003003563,0.003969876,0.004752105,0.004396281,0.001260415,0.001331277,0.002534684,0.002932081,0.003300967,0.001783739,0.001256843,0.001332799,0.001490828,0.001571796
RPS3,5.92E-05,5.44E-05,0,0,3.63E-05,6.52E-05,7.15E-05,5.15E-05,3.46E-05,4.69E-05,4.14E-05,0,2.52E-05,3.27E-05,4.87E-05,0.000112188,0.000108398,5.50E-05,8.49E-05
RPS3A,9.59E-05,0.000149665,0.00010341,9.07E-05,9.92E-05,0.000129015,0.000147955,0.000103605,0,0.000139874,0.000153969,6.48E-05,8.08E-05,0,0.000122771,0.000257245,0.000225115,0.00030193,0.000363754
RPS4X,0.000199364,0.000204611,9.46E-05,0.000111754,0.000150875,0.000169528,0.000309622,0.000220278,9.20E-05,0.000193582,0.000204793,9.65E-05,6.22E-05,0.000118634,0.000225982,0.000474053,0.000402458,0.000285449,0.000398223
RPS6,0,0,0,0,0,0,0,0,0,3.32E-05,6.09E-05,4.46E-05,0,4.32E-05,0.00011207,0.000215129,0.000202477,0.00022937,0.000228585
RPS6KA2,1.28E-05,1.49E-05,7.80E-06,8.85E-06,1.54E-05,9.85E-06,1.73E-05,1.46E-05,6.82E-06,9.05E-06,1.05E-05,7.44E-06,8.17E-06,7.93E-06,1.05E-05,2.27E-05,2.63E-05,1.71E-05,2.72E-05
RPS7,6.68E-05,6.94E-05,3.75E-05,0,3.32E-05,0,7.37E-05,6.85E-05,0,0,4.41E-05,2.97E-05,6.85E-05,0,7.12E-05,0.000137683,8.16E-05,0.00010424,9.60E-05
RPS8,0.000100857,0,9.17E-05,5.82E-05,9.79E-05,0.000198957,0.000215962,0.00014408,5.68E-05,9.08E-05,0.000100878,4.55E-05,0.000101953,4.11E-05,0.000111392,0.000212441,0.000306682,0.000328673,0.000285708
RPS9,0.00016456,0.00022077,0.000154623,0.000133383,0.000213565,0.000339468,0.000358803,0.000252737,0.000154342,0.000204687,0.000226902,0.000115955,7.36E-05,0.000124144,0.000191431,0.000386686,0.000420306,0.000407788,0.000380969
RPSA,3.82E-05,6.43E-05,3.05E-05,3.48E-05,3.76E-05,5.02E-05,3.31E-05,3.37E-05,0,6.19E-05,6.28E-05,0,8.47E-05,3.07E-05,6.33E-05,8.93E-05,0.000131341,8.53E-05,7.84E-05
RRAS,0.000222045,0.000123607,0.000106951,0.000167002,0.000203996,0.000148713,0.000168221,0.000143662,0.000157548,0.000184465,0.000130326,0.000172005,9.28E-05,0.000114821,0.000274584,0.00034254,0.0002919,0.000441482,0.000359315
RRAS2,0,0,3.63E-05,4.11E-05,0,0,0,0,0,3.03E-05,1.92E-05,2.40E-05,0,1.41E-05,3.08E-05,0,4.17E-05,7.09E-05,4.95E-05
RTCB,3.02E-05,3.46E-05,2.14E-05,1.89E-05,0,3.35E-05,4.50E-05,4.32E-05,2.74E-05,3.04E-05,3.85E-05,7.86E-06,2.34E-05,2.54E-05,0,3.35E-05,3.00E-05,2.25E-05,3.92E-05
RTN1,0.000178334,0.000398168,0.000318153,0.000315714,0.000279332,0.000362701,0.000407942,0.000235774,0.00023192,0.00029028,0.00027896,0.000153672,0.00018325,0.000191245,0.000159548,0.000140578,0.000167176,0.00012665,9.55E-05
RTN3,0.000100419,0.000231891,0.000196231,9.22E-05,0.000175244,0.00023915,0.000228019,0.000136757,0.000152628,0.000190504,0.000189116,0.000110202,0.000123936,0.000138621,0.000130811,0,0.000132111,0.000204249,0.000129129
RTN4,9.96E-05,0.000295062,0.000255565,0.000271922,0.000120494,0.000225669,0.000146512,0.000155488,0.000104882,0.000176568,0.000219868,8.01E-05,0.000101197,9.65E-05,0.000102668,9.60E-05,0.000104434,0.000185311,4.98E-05
RUFY3,4.74E-05,0.000111186,9.69E-05,0.000181713,5.21E-05,8.96E-05,3.91E-05,4.88E-05,7.67E-05,6.02E-05,6.57E-05,4.84E-05,3.20E-05,4.55E-05,2.50E-05,3.30E-05,2.35E-05,2.95E-05,2.16E-05
RUVBL1,1.50E-05,2.13E-05,1.12E-05,1.95E-05,0,2.81E-05,3.99E-05,2.25E-05,1.70E-05,1.76E-05,1.58E-05,0,1.97E-05,1.43E-05,3.14E-05,3.73E-05,3.87E-05,0.000127742,4.30E-05
RUVBL2,0,1.62E-05,0,1.98E-05,0,1.24E-05,2.72E-05,1.35E-05,1.10E-05,0,1.35E-05,0,1.51E-05,0,2.13E-05,3.40E-05,2.56E-05,7.02E-05,3.69E-05
S100A1,0.007334838,0.006745403,0.005150185,0.006918182,0,0.007433858,0.009219869,0.012781872,0.011271932,0.005382748,0.005969185,0.008525623,0.0149827,0.011182789,0.00488384,0,0.004338706,0.008105708,0.006614699
S100A11,0.000417518,0.000247422,0,0,0.000454131,0,0.000252163,0.000117269,0.000535886,0.000759603,0.000301776,0.00047853,0.000386855,0.000213516,0.001264946,0.001307756,0.000915611,0.001943093,0.001307127
S100A13,0.001092713,0.001448858,0.00077809,0.001094247,0.001727563,0.001048779,0.001465231,0.001354932,0.001137499,0.0011592,0.000626344,0.000850336,0.001984292,0.001373437,0.000929669,0.0017549,0.00236365,0.00149366,0.001030776
S100A16,0.00013243,0.000220818,0.00026386,0.00022589,0.000229116,0.000115605,0.00023105,0.000192905,0.000175582,0.000190249,0.000135608,0.000183293,0.000176848,0.000217622,0.000161282,0.000253204,0.00021491,0.000270398,0.000251815
S100A7,0.000889107,0.000824206,0.001473711,0.001266683,0.000549323,0.000445704,0.000344858,0.000191925,0.000209661,0.000939188,0.00065586,0.00379694,0.002707166,0.002124402,0.000390253,0.000800601,0.000381868,0.001974871,0.000930193
S100A8,0.000218607,0,0.000402103,0.000274824,0,0,0,0,0,0.000322334,0.000231916,0.000868451,0.000764151,0.000483034,0,0,0,0.000440367,0.000371996
S100A9,0.000481526,0.000250508,0.000547236,0.000323769,0.000381431,0.000308473,0.000236287,0,0.000152081,0.00043612,0.000281057,0.00136815,0.001118802,0.000730811,0.000247695,0.000219202,0.000166285,0.000692127,0.000576046
S100B,0.008757074,0.016225666,0.008830566,0.006953924,0.020437549,0.026108136,0.016824697,0.030499316,0.029140402,0.013887352,0.02469819,0.025070534,0.042547382,0.015049582,0.043109755,0.045493273,0.025303296,0.047620569,0.027479429
SACM1L,0,1.31E-05,9.47E-06,1.12E-05,0,1.77E-05,0,0,0,1.46E-05,2.03E-05,0,0,0,0,1.52E-05,0,4.06E-05,1.61E-05
SAMM50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79E-05,7.38E-05,5.55E-05,3.25E-05,8.00E-05
SAR1A,0,0,0,7.65E-05,0,7.65E-05,6.89E-05,0,0,7.11E-05,8.06E-05,0,4.14E-05,0,5.97E-05,7.42E-05,6.21E-05,7.90E-05,9.16E-05
SARS,0.000116045,0.00017406,0.000166629,0.000115064,0.000170301,0.000136392,0.000110973,0.000173215,0.0001698,0.000132434,0.000144978,9.82E-05,0.000163266,0.000133313,0.000117884,9.74E-05,9.16E-05,9.14E-05,0.000101957
SBDS,3.00E-05,3.80E-05,3.05E-05,3.26E-05,4.12E-05,0,5.40E-05,5.53E-05,5.80E-05,4.00E-05,5.87E-05,3.38E-05,9.34E-05,4.74E-05,7.76E-05,7.06E-05,7.58E-05,9.20E-05,9.87E-05
SBF1,6.65E-06,1.74E-05,1.31E-05,1.42E-05,1.12E-05,7.93E-06,4.33E-06,8.48E-06,7.03E-06,9.09E-06,1.19E-05,3.06E-06,0,2.91E-06,0,4.40E-06,0,0,0
SBSN,5.21E-05,2.34E-05,0.000114409,0.000128019,4.41E-05,5.76E-05,3.89E-05,8.14E-06,9.93E-06,5.29E-05,3.15E-05,0.000425177,0.000154323,0.000227377,7.95E-06,3.42E-05,2.74E-05,0.00011034,0.000181316
SCAI,1.23E-05,8.02E-05,5.94E-05,5.34E-05,1.97E-05,5.89E-05,4.76E-05,2.39E-05,1.95E-05,3.93E-05,4.93E-05,0,0,1.50E-05,0,0,0,5.15E-06,1.12E-05
SCAMP1,0,5.45E-05,5.37E-05,6.42E-05,0,0,0,0,0,4.78E-05,0,0,0,3.19E-05,0,0,0,0,2.99E-05
SCARB2,0.000158919,4.77E-05,6.26E-05,3.69E-05,0.000195046,0.000213675,0.000212154,0.000162751,0.000131616,0.000151624,0.000122468,0.000179997,6.32E-05,0.000109197,0.000235485,0.000631837,0.000394342,0.000180895,0.000648481
SCCPDH,3.46E-05,3.62E-05,3.07E-05,3.52E-05,6.58E-05,6.95E-05,7.93E-05,4.43E-05,4.74E-05,6.63E-05,5.86E-05,3.76E-05,3.56E-05,0,8.39E-05,0.000150113,0.000151083,0.000151051,0.000200706
SCG3,0,1.89E-05,1.03E-05,1.32E-05,1.95E-05,0.005039089,2.06E-05,2.44E-05,0.004028704,1.27E-05,1.17E-05,0,1.93E-05,0,0,0,0,0,8.60E-06
SCIN,0,0,0,0,1.76E-05,0,0,0,0,0,0,0,9.84E-06,8.95E-06,8.92E-06,1.26E-05,2.17E-05,4.36E-05,1.65E-05
SCN2A,1.45E-05,4.65E-05,3.39E-05,3.31E-05,1.98E-05,2.50E-05,1.34E-05,1.78E-05,1.93E-05,2.95E-05,2.82E-05,1.14E-05,6.47E-06,1.27E-05,0,0,0,0,0
SCN2B,0.000336016,0.000210408,0.000357164,0.00032845,0.000227858,0.000212331,0.000191721,0.000194166,0.000232229,0.000269378,0.000275063,0.00026645,0.000116862,0.000141967,0.000136134,6.62E-05,9.76E-05,0,0.000113739
SCP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54E-05,4.01E-05,6.66E-05,5.57E-05
SCRN1,0.000769348,0.001249352,0.00126449,0.001251905,0.001420655,0.00121901,0.001060879,0.001343454,0.001361722,0.001320096,0.00136346,0.000887918,0.001094955,0.001213183,0.001125501,0.000641605,0.000801423,0.001201369,0.00068933
SDCBP,0.000357372,0.000290541,0.000269596,0.000223833,0.000283603,0.000292894,0.000300189,0.000256147,0.000215036,0.000260941,0.000255096,0.000235581,0.000181129,0.000175349,0.000249277,0.000201946,0.000209304,0.000374352,0.000265591
SDHA,3.73E-05,0,0,0,3.69E-05,5.78E-05,4.16E-05,3.32E-05,4.10E-05,4.03E-05,9.42E-06,2.35E-05,1.16E-05,1.48E-05,9.59E-05,0.000248834,0.000281751,0.000147464,0.00043836
SDHB,0,0,0,0,4.70E-05,3.51E-05,3.10E-05,0,2.13E-05,2.72E-05,0,1.68E-05,2.13E-05,0,6.34E-05,0.000251672,0.000173886,0.000105284,0.000399664
SEC13,0,3.87E-05,2.67E-05,3.05E-05,0,4.02E-05,0,2.10E-05,0,0,3.10E-05,0,0,0,3.18E-05,3.12E-05,2.97E-05,3.39E-05,2.96E-05
SEC14L2,9.80E-05,0.000107306,0.00011367,0.00014634,9.67E-05,8.96E-05,6.15E-05,0,7.27E-05,5.81E-05,9.72E-05,8.19E-05,0.000101544,6.52E-05,6.99E-05,0.000118365,0.000106715,0.000137547,0.000129406
SEC22B,0,2.91E-05,1.94E-05,2.46E-05,0,0,0,0,0,2.08E-05,2.45E-05,0,0,0,0,2.16E-05,1.04E-05,2.02E-05,2.94E-05
SEC62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37E-05,2.24E-05,2.22E-05,1.03E-05
SELENBP1,0.000313818,0.000191299,0.000209433,0.000283178,0.000295647,0.000319748,0.000328504,0.000373007,0.000432176,0.00031916,0.000227232,0.000347289,0.000567145,0.000373527,0.000600719,0.000754508,0.000726424,0.000666013,0.000634475
Sep-10,0,0,0,0,0,0,0,7.12E-06,0,0,0,0,0,0,0,2.04E-05,2.89E-05,2.87E-05,2.00E-05
Sep-11,0.001104487,0.001010813,0.001209928,0.001088063,0.000968876,0.000644967,0.000776803,0.000838571,0.000937628,0.001063039,0.000811466,0.000797084,0.000739103,0.000810134,0.000843957,0.000610067,0.000773392,0.000615815,0.000525783
Sep-02,0.000573033,0.000352757,0.000414382,0.000504092,0.000495063,0.000443563,0.000507494,0.000539042,0.000608615,0.000427726,0.000407237,0.000594768,0.000492437,0.000476631,0.000784178,0.000830894,0.000884838,0.000840318,0.000626155
Sep-03,0.000207611,0.00022698,0.000241882,0.000214047,0.000211411,0.000149844,0.0002186,0.000226155,0.000261356,0.000245739,0.000215913,0.000155584,0.000141543,0.000195705,0.000153033,0.000116606,0.000126979,0.000105335,0.000116176
Sep-04,3.99E-05,3.14E-05,3.20E-05,1.94E-05,0,0,2.75E-05,0,2.94E-05,2.31E-05,3.97E-05,0,0,0,0,0,2.26E-05,0,0
Sep-05,0.000890339,0.000937075,0.001184427,0.000826812,0.00062017,0.000510318,0.000795604,0.000682915,0.000735426,0.001025055,0.0007076,0.000529207,0.000359788,0.000590932,0.000284161,0.000203229,0.00019258,0.000115552,0.000203857
Sep-06,0.000134401,0.000107316,0.000129311,0.00011278,7.99E-05,6.85E-05,7.70E-05,8.01E-05,9.96E-05,0.000123644,9.75E-05,5.55E-05,5.48E-05,6.87E-05,5.73E-05,3.27E-05,2.92E-05,2.75E-05,0
Sep-07,0.001635744,0.00157151,0.001980974,0.00170837,0.001376381,0.00099884,0.001193035,0.001325321,0.00142426,0.001659449,0.00128674,0.001291065,0.001244167,0.001204099,0.001128383,0.000974058,0.001173784,0.001072857,0.000970061
Sep-08,0.000433484,0.000342984,0.000382165,0.000433574,0.000354636,0.000290177,0.000282218,0.000340068,0.000374455,0.000342172,0.000249352,0.000313543,0.000294026,0.000315588,0.00026712,0.00028215,0.000350504,0.000247316,0.000186638
Sep-09,0.000138051,0.000139405,0.000123703,0.000157573,0.000150953,9.71E-05,0.000132856,0.000129537,0.000146836,0.000189546,0.000115803,0.000115837,0.000103724,0.000121514,0.000124664,0.000125659,0.000216669,0.000136192,0.000122918
SERPINA1,0.000377334,0.000292921,7.99E-05,7.42E-05,0.001096913,0.000293769,0.000368995,0.001319093,0.000604005,0.000365435,0.0003862,0.000586344,0.000778412,0.000621778,0.001360885,0.000514592,0.000544865,0.000519195,0.000146873
SERPINA3,0,3.46E-05,0,0,4.84E-05,4.52E-05,3.25E-05,0.000144196,0,4.40E-05,4.30E-05,3.77E-05,4.00E-05,6.58E-05,4.48E-05,0,4.78E-05,8.03E-05,1.52E-05
SERPINB1,3.83E-05,2.18E-05,1.97E-05,1.39E-05,0,3.37E-05,7.86E-05,5.86E-05,9.19E-05,2.29E-05,3.39E-05,4.77E-05,6.93E-05,7.95E-05,6.39E-05,5.19E-05,6.08E-05,9.97E-05,5.45E-05
SERPINB6,0.000117843,7.53E-05,3.99E-05,9.09E-05,3.80E-05,9.72E-05,0.000149191,0.000176436,0.000193302,5.40E-05,7.86E-05,0.000146985,0.000101066,0.00016573,7.48E-05,7.64E-05,5.97E-05,0.000140731,9.45E-05
SERPINB9,2.30E-05,2.09E-05,1.92E-05,1.80E-05,0,0,0,1.47E-05,0,1.69E-05,2.71E-05,9.29E-06,2.38E-05,3.61E-05,0,0,0,1.17E-05,0
SERPINH1,0,0,0,0,0,3.71E-05,0,0,0,0,0,0,0,0,1.27E-05,2.94E-05,2.00E-05,5.35E-05,4.11E-05
SET,9.86E-05,9.74E-05,0,0,0.000144038,0.000123089,0.000250305,0.00023378,0.000155243,0,0,0,0.000234321,0,0.000157898,0.000156085,0.000748255,0.000155255,0.000203396
SFN,0,0,0,0,0,0,0,0,0,0,0,0.000356486,0.000297093,0,0.000309417,0,0.000336722,0.00033119,0.000314682
SFXN1,0,0,1.81E-05,1.98E-05,8.35E-05,8.76E-05,5.69E-05,6.10E-05,0,5.58E-05,2.02E-05,4.89E-05,4.01E-05,0,0.000181018,0.00038043,0.000284599,0.000163699,0.000624215
SFXN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38E-05,6.54E-05,7.72E-05,4.20E-05,0.000148067
SFXN5,0,0,0,0,0.000122718,4.10E-05,3.74E-05,0,0,0,0,0,0,0,7.50E-05,0.000189107,0.000144319,0,0.000220093
SGCD,2.61E-05,0,0,1.54E-05,9.60E-06,0,6.07E-05,1.64E-05,3.73E-05,1.39E-05,1.40E-05,0,3.06E-05,2.05E-05,3.51E-05,3.16E-05,4.27E-05,3.80E-05,0
SGIP1,3.08E-05,4.41E-05,4.94E-05,4.36E-05,2.46E-05,1.93E-05,1.58E-05,2.82E-05,1.96E-05,2.92E-05,2.43E-05,1.37E-05,2.15E-05,2.64E-05,1.16E-05,5.51E-06,0,0,0
SGTA,0,8.94E-05,9.71E-05,9.42E-05,5.76E-05,6.64E-05,3.22E-05,5.08E-05,3.74E-05,5.92E-05,7.98E-05,4.38E-05,3.87E-05,6.02E-05,3.86E-05,4.36E-05,3.48E-05,5.73E-05,3.90E-05
SGTB,0,0.000173685,0.000157254,8.45E-05,0,8.25E-05,0,0,0,6.55E-05,8.74E-05,4.10E-05,5.94E-05,6.16E-05,3.06E-05,0,2.64E-05,0,0
